date,mean(¡ÆC),prep(mm),humidity(%),whole_price,retail_price
20160606,23.3,0,49.1,13000,2753
20160607,21.7,0.1,69.5,13000,2753
20160608,22.1,0,65.9,13000,2753
20160609,24.1,0,59.5,12000,2545
20160610,24.6,0,60.9,12000,2525
20160611,23.5,3,74.3,12000,2525
20160612,23.5,1.5,79.4,11000,2463
20160613,23.5,0,70.5,11000,2463
20160614,23.8,0,62.5,11000,2463
20160615,20.9,15.5,81.8,11000,2379
20160616,20.9,0,73.5,11000,2513
20160617,23.8,0,63.1,11000,2488
20160618,24.5,0,58,11000,2488
20160619,24.1,0,64.5,12000,2513
20160620,24.7,0,66,12000,2513
20160621,26,0,60.1,12000,2450
20160622,24.3,30.5,75.1,13000,2450
20160623,24.7,0.1,71,13000,2321
20160624,23.1,3.5,75.8,12000,2321
20160625,22.8,0,63.1,12000,2321
20160626,24.4,0,58.4,12000,2259
20160627,24.4,0,55.5,12000,2259
20160628,24.7,0,61.1,10000,2259
20160629,25.3,0,58,10000,2259
20160630,24.6,0.2,78.1,11000,2300
20160701,24,108.5,86.5,11000,2331
20160702,23.5,4,81.4,11000,2331
20160703,23.5,0,70.4,11000,2331
20160704,21.8,29.5,85.1,11000,2331
20160705,23.1,100.5,93.6,11000,2331
20160706,22.9,0,74,11000,2331
20160707,24,0,71.6,11000,2319
20160708,27.3,0,66.5,14000,2319
20160709,27.7,0,64.8,14000,2319
20160710,27.9,0,64.4,15000,2319
20160711,28.4,0,67.4,15000,2319
20160712,26.3,3,65.5,16000,2458
20160713,26.3,0,69,16000,2481
20160714,27.5,0.1,66.9,17000,2993
20160715,26.2,1.5,60,16000,2984
20160716,20.8,46.5,92.8,16000,2984
20160717,21.7,2.5,82.9,16000,3313
20160718,24.4,0.2,75.1,16000,3313
20160719,27.1,0,65.5,15000,3316
20160720,28.6,0,62.5,15000,3316
20160721,28.3,0,61.3,15000,2984
20160722,29.1,0,64,15000,3004
20160723,28.7,0.5,70.4,15000,3004
20160724,28,0.5,77.9,17000,3035
20160725,28.4,0,75.3,17000,3035
20160726,28.4,0,69,16000,3035
20160727,27.6,0.5,76.4,18000,3035
20160728,28,0.2,70.6,19000,2854
20160729,26.3,59.5,82.3,20000,2854
20160730,28.6,0.5,73.5,20000,2854
20160731,28.9,0.2,72.1,18000,2854
20160801,28.4,0,72,18000,2854
